,0
3945,ATAX
3946,BTZ
3947,CXE
3948,DPG
3949,EDOM
3950,FFC
3951,FPF
3952,FXF
3953,FXN
3954,IBLN
3955,MBOT
3956,MIXT
3957,MOTS
3958,MTL
3959,NEXT
3960,NFBK
3961,NL
3962,NRO
3963,OTIV
3964,PCI
3965,RVRS
3966,UGL
3967,UGLD
3968,USEG
3969,VTA
3970,SHG
3971,MQT
3972,APTO
3973,ABCD
3974,CORR
3975,FXR
3976,REV
3977,ARGT
3978,EGY
3979,MRSN
3980,VHT
3981,VBK
3982,CBA
3983,SYX
3984,GHM
3985,GWX
3986,GCO
3987,SNSS
3988,JBSS
3989,CUB
3990,RGR
3991,QTEC
3992,LPTH
3993,MITT
3994,REGL
3995,TTEC
3996,FISI
3997,VCYT
3998,CGEN
3999,SMM
4000,FM
4001,JPC
4002,MOFG
4003,REM
4004,IPKW
4005,NVR
4006,RNST
4007,ULBI
4008,FOMX
4009,SCHC
4010,ESE
4011,FBMS
4012,ACIU
4013,KELYA
4014,TMP
4015,MGEN
4016,SQBG
4017,WIP
4018,ACRE
4019,IMOS
4020,HFRO
4021,SPOK
4022,ABTX
4023,BYBK
4024,CAMT
4025,DCF
4026,DGLD
4027,DGS
4028,ERY
4029,HMLP
4030,MCBC
4031,MDIV
4032,NIM
4033,NRP
4034,PBT
4035,PLUS
4036,SDLP
4037,SELB
4038,TBF
4039,THFF
4040,YIN
4041,FGB
4042,GDP
4043,RFIL
4044,NCSM
4045,PRFT
4046,PFS
4047,CSWI
4048,MPA
4049,TPHS
4050,DCUD
4051,ECON
4052,HYLB
4053,DEM
4054,BLBD
4055,NCNA
4056,BSCM
4057,KMPH
4058,CDTI
4059,PDP
4060,ZLAB
4061,AMSC
4062,RCKT
4063,VNQI
4064,TGB
4065,FBT
4066,YRD
4067,AOM
4068,FGM
4069,GLO
4070,RWM
4071,LEMB
4072,GAIN
4073,JRI
4074,LRN
4075,RAVN
4076,GNT
4077,GXG
4078,MBIO
4079,SIFI
4080,ARDC
4081,CEV
4082,CLSN
4083,COPX
4084,ECC
4085,EFT
4086,EHI
4087,EOD
4088,ETG
4089,FSD
4090,HLG
4091,IFRX
4092,IRR
4093,JGH
4094,KMM
4095,KNOP
4096,LION
4097,LMBS
4098,MMAC
4099,MYJ
4100,NAO
4101,OAKS
4102,OCX
4103,RENN
4104,SMRT
4105,TRK
4106,VRTV
4107,WKHS
4108,TSI
4109,CLLS
4110,JJSF
4111,NTEC
4112,TTEK
4113,CTBI
4114,REMX
4115,CCF
4116,YCS
4117,FVD
4118,HAWX
4119,IHG
4120,RFDA
4121,BATRA
4122,DZZ
4123,INTL
4124,FBIO
4125,KIO
4126,BSRR
4127,CORI
4128,EDUC
4129,SOR
4130,FDEF
4131,PSLV
4132,NVMI
4133,PXJ
4134,ESXB
4135,KMF
4136,KWEB
4137,FLXS
4138,VALU
4139,RIBT
4140,DDWM
4141,ABLX
4142,HACK
4143,MYE
4144,CWEB
4145,PMF
4146,GLPG
4147,RLGT
4148,ZMLP
4149,FC
4150,NC
4151,APT
4152,EWX
4153,EVI
4154,AGRX
4155,AGTC
4156,ALLT
4157,BANX
4158,BFK
4159,CANE
4160,CBIO
4161,CEA
4162,CNET
4163,DCPH
4164,HBB
4165,HBP
4166,HOFT
4167,HYZD
4168,ICLK
4169,IFON
4170,IGA
4171,IIM
4172,IPCI
4173,ISTR
4174,KBAL
4175,LNDC
4176,NAN
4177,NDP
4178,NTRSP
4179,NWPX
4180,PRCP
4181,PRFZ
4182,RM
4183,SYRS
4184,UTL
4185,WNEB
4186,ZEUS
4187,MVF
4188,ERM
4189,DKT
4190,NYF
4191,SCL
4192,ASCMA
4193,RSYS
4194,SALM
4195,EOS
4196,NEWT
4197,NH
4198,HBMD
4199,REIS
4200,SPXX
4201,SPNE
4202,FORR
4203,IYT
4204,NTP
4205,STRL
4206,MFSF
4207,BLCN
4208,MRUS
4209,RILY
4210,RUSL
4211,DBL
4212,MUI
4213,EPU
4214,TAX
4215,IMUC
4216,RJA
4217,NIE
4218,TLTE
4219,ASG
4220,STCN
4221,GRAM
4222,ACFC
4223,MMLP
4224,HBNC
4225,CUE
4226,INFU
4227,CHAD
4228,PCEF
4229,RPG
4230,MGNX
4231,TDIV
4232,BSCO
4233,RFAP
4234,AMEH
4235,STN
4236,AXSM
4237,GHC
4238,IBMJ
4239,CIK
4240,HYLD
4241,JTPY
4242,DCOM
4243,AMOT
4244,BIB
4245,BKEP
4246,BRT
4247,BWFG
4248,CPER
4249,CSBK
4250,CSV
4251,CVU
4252,DNI
4253,DSM
4254,EBF
4255,EVT
4256,FMBH
4257,FMO
4258,FOF
4259,FTCS
4260,GEOS
4261,HNP
4262,HTBX
4263,IBMI
4264,IDE
4265,IEUS
4266,INBK
4267,IYK
4268,KALV
4269,KED
4270,KONA
4271,LIND
4272,LVHI
4273,MCRB
4274,MMT
4275,MMU
4276,NTWK
4277,NUDM
4278,PANL
4279,PNQI
4280,PPA
4281,PXH
4282,RCS
4283,REPH
4284,RFDI
4285,SVVC
4286,SZC
4287,TYHT
4288,URE
4289,VGM
4290,VIXM
4291,ZSL
4292,DRV
4293,DSU
4294,MRAM
4295,VOE
4296,KALA
4297,WDFC
4298,CNIT
4299,BCBP
4300,TNAV
4301,EMQQ
4302,IQI
4303,SPYD
4304,DAVE
4305,GARS
4306,SRTY
4307,QINC
4308,NP
4309,PSTI
4310,BHB
4311,FVE
4312,WTM
4313,LILA
4314,IPE
4315,DELT
4316,EELV
4317,IBIO
4318,IEP
4319,MJ
4320,VOT
4321,CURE
4322,LMNR
4323,VNRX
4324,AGLE
4325,RYTM
4326,CELH
4327,WEYS
4328,QEFA
4329,SBOW
4330,CHMI
4331,CERC
4332,MOTI
4333,SCIF
4334,DMF
4335,RDIV
4336,ALOT
4337,AFB
4338,PDBC
4339,CBMG
4340,ENY
4341,GOF
4342,PSDV
4343,RBB
4344,DFJ
4345,STKS
4346,VOXX
4347,ESGR
4348,JFR
4349,RIOT
4350,SORL
4351,AOK
4352,ASND
4353,BSM
4354,BTAI
4355,CBK
4356,CRMT
4357,CVCY
4358,CVY
4359,CWCO
4360,DBGR
4361,DGRE
4362,EHTH
4363,EOCC
4364,ESNC
4365,FEU
4366,FREL
4367,GLL
4368,GROW
4369,IBMH
4370,IJT
4371,IPAY
4372,IQDF
4373,IRL
4374,JCAP
4375,JTA
4376,KF
4377,KINS
4378,KTF
4379,MPX
4380,MRLN
4381,MVC
4382,NAC
4383,NBW
4384,NETE
4385,NETS
4386,NVLN
4387,ORAN
4388,PCYG
4389,PDT
4390,PML
4391,PSP
4392,QIWI
4393,RFTA
4394,RMT
4395,SJB
4396,SPYB
4397,TCHF
4398,UFAB
4399,USAK
4400,UTSI
4401,VERI
4402,VXF
4403,WHG
4404,PGZ
4405,SCHZ
4406,CDC
4407,FENC
4408,FARM
4409,JXI
4410,CTBB
4411,VGIT
4412,CYB
4413,ANIK
4414,SVRA
4415,TG
4416,XPLR
4417,LDRS
4418,QQEW
4419,VGSH
4420,EXI
4421,BUSE
4422,HONE
4423,IAF
4424,HDMV
4425,IDLV
4426,TOTL
4427,UHT
4428,IESC
4429,LITB
4430,RNET
4431,SCHP
4432,SMBC
4433,VCTR
4434,ZTR
4435,JHMM
4436,VTEB
4437,JPIN
4438,UBIO
4439,MSFG
4440,LMFA
4441,IJS
4442,KAI
4443,PRQR
4444,UBA
4445,BREW
4446,PERY
4447,ORM
4448,FCBC
4449,VDC
4450,MHO
4451,UTMD
4452,PCOM
4453,HDG
4454,FEMS
4455,SPTM
4456,VCR
4457,ATNI
4458,FNDA
4459,GMF
4460,INF
4461,MDYG
4462,SCM
4463,AGC
4464,AIRG
4465,BBC
4466,BFOR
4467,BGH
4468,BGR
4469,BGX
4470,BOND
4471,BOSC
4472,BSJM
4473,BUI
4474,BWINB
4475,CATB
4476,CDLX
4477,CEE
4478,CHFN
4479,CNTY
4480,DAIO
4481,DES
4482,EDGW
4483,EDIV
4484,EFF
4485,EFU
4486,EGPT
4487,EOLS
4488,ERC
4489,ETB
4490,FIV
4491,FRSH
4492,GECC
4493,HEAR
4494,HYI
4495,IHDG
4496,IHI
4497,IOR
4498,IVH
4499,IYM
4500,KEMQ
4501,KREF
4502,MAV
4503,MCN
4504,MLPX
4505,MRCC
4506,MTNB
4507,MTSC
4508,MUS
4509,MYN
4510,NEV
4511,NPK
4512,PFO
4513,PGH
4514,PMX
4515,POWL
4516,PSCE
4517,PWOD
4518,PXQ
4519,RSLS
4520,SEED
4521,SGDJ
4522,SGF
4523,SHYD
4524,SNMX
4525,SOJC
4526,STON
4527,SXE
4528,TAT
4529,TGLS
4530,TITN
4531,TLYS
4532,UQM
4533,VDE
4534,VXZ
4535,WRLSU
4536,ZIONW
4537,ZROZ
4538,ZX
4539,ZYNE
4540,CTG
4541,PCYO
4542,SNOA
4543,DXYN
4544,IJJ
4545,CYRX
4546,COKE
4547,FDVV
4548,GSL
4549,ELD
4550,DGP
4551,KCAP
4552,TRC
4553,KNDI
4554,FTSL
4555,BRZU
4556,PGJ
4557,SPTL
4558,FBNK
4559,FNI
4560,MOO
4561,USDU
4562,WHLR
4563,NSPR
4564,UWM
4565,DXR
4566,RDHL
4567,PFSW
4568,ARKK
4569,MUJ
4570,HYEM
4571,GRIF
4572,SLX
4573,CLAR
4574,MNA
4575,PLOW
4576,TWIN
4577,TNTR
4578,SYNL
4579,CCLP
4580,RNP
4581,DMO
4582,KRMA
4583,FNWB
4584,JTD
4585,TRT
4586,LFGR
4587,TSBK
4588,RFFC
4589,SPHS
4590,AFAM
4591,NGHCN
4592,VPG
4593,BGT
4594,NHC
4595,PKB
4596,REET
4597,EMCB
4598,RYT
4599,INFI
4600,MGU
4601,VSEC
4602,MGEE
4603,MPCT
4604,CVCO
4605,FGD
4606,CAPL
4607,VOX
4608,SP
4609,STBA
4610,MSN
4611,TBNK
4612,BFIN
4613,NUEM
4614,PJP
4615,BSPM
4616,DKL
4617,SLY
4618,SPFF
4619,ABAC
4620,ACGLP
4621,ACH
4622,AKP
4623,ALG
4624,AMBR
4625,AMCN
4626,ANFI
4627,ARKQ
4628,ARKR
4629,ATOS
4630,AXU
4631,BBH
4632,BIOL
4633,BLW
4634,BSCJ
4635,BSCL
4636,BSL
4637,BTT
4638,CBTX
4639,CET
4640,CGNT
4641,CIGI
4642,CRBN
4643,CREG
4644,CVON
4645,DNN
4646,DOL
4647,DTW
4648,DUC
4649,DUKH
4650,DVP
4651,DXJF
4652,EUSC
4653,EVJ
4654,GENC
4655,GNMA
4656,GRX
4657,GVI
4658,HCOM
4659,IAE
4660,IBDQ
4661,ICF
4662,IOSP
4663,IOTS
4664,IPCC
4665,JCE
4666,JCO
4667,JMLP
4668,JNP
4669,KLDW
4670,MFM
4671,MNOV
4672,MQY
4673,MYI
4674,NURO
4675,NVEC
4676,OVID
4677,OXFD
4678,PBIP
4679,PCTI
4680,PFNX
4681,PHDG
4682,PLM
4683,PLSE
4684,PMM
4685,PPR
4686,RBCAA
4687,RVP
4688,RXII
4689,SAFE
4690,SAL
4691,SBPH
4692,SIL
4693,SLQD
4694,SRAX
4695,SSI
4696,SUNS
4697,UWN
4698,VET
4699,VSMV
4700,WF
4701,XRF
4702,XRM
4703,JHI
4704,JP
4705,IDX
4706,ARKW
4707,FCVT
4708,IBDM
4709,PFL
4710,FIDU
4711,QQQC
4712,JPNL
4713,BCH
4714,IX
4715,PBE
4716,FXU
4717,USRT
4718,GNR
4719,TLP
4720,SNGX
4721,NINE
4722,VPL
4723,MDYV
4724,SGG
4725,CSBR
4726,PXSG
4727,SPNS
4728,LBJ
4729,GF
4730,FF
4731,FIHD
4732,MBTF
4733,UGA
4734,IMTM
4735,HEB
4736,AVGR
4737,ACMR
4738,GCH
4739,GWRS
4740,PZE
4741,PRK
4742,SLYV
4743,PCF
4744,PFBI
4745,CCBG
4746,NYNY
4747,GOVNI
4748,DBV
4749,SSWN
4750,PPLT
4751,SMN
4752,ENFC
4753,IMH
4754,FPX
4755,MGK
4756,BMRC
4757,PBW
4758,RGI
4759,XPH
4760,FXZ
4761,SSC
4762,FSZ
4763,PDI
4764,FBZ
4765,IJK
4766,AC
4767,PEO
4768,DHIL
4769,CIBR
4770,REW
4771,XPP
4772,PXR
4773,DWCH
4774,PUB
4775,ESSA
4776,FFNW
4777,CELC
4778,OPY
4779,TIPX
4780,BOCH
4781,KWR
4782,DXB
4783,SVA
4784,CMSA
4785,FCNCA
4786,USCI
4787,SPLB
4788,XONE
4789,WTBA
4790,DL
4791,SCHO
4792,ULH
4793,ACHV
4794,ACT
4795,AIRR
4796,ALT
4797,AMDA
4798,ANTH
4799,ARD
4800,ARKG
4801,AROW
4802,AUMN
4803,AZRE
4804,BAB
4805,BANF
4806,BDCL
4807,BDCS
4808,BDGE
4809,BELFB
4810,BHK
4811,BPT
4812,BRF
4813,BTAL
4814,BVX
4815,BYFC
4816,CBH
4817,CCA
4818,CEL
4819,CELP
4820,CH
4821,CHFS
4822,CHMG
4823,CMCL
4824,COE
4825,CPIX
4826,CPST
4827,CSTR
4828,CZFC
4829,DFEN
4830,DFP
4831,DIAX
4832,DIVY
4833,DOD
4834,DOO
4835,DRIO
4836,EDI
4837,EEMA
4838,EFL
4839,ELSE
4840,EMHY
4841,ENOR
4842,ERA
4843,ESLT
4844,EVOL
4845,FAM
4846,FDEU
4847,FENY
4848,FIF
4849,FLTR
4850,FNDF
4851,FRBA
4852,FRSX
4853,GASS
4854,GBLI
4855,GEC
4856,GLIBP
4857,GOAU
4858,GPP
4859,GSIE
4860,HSEA
4861,IBD
4862,IPDN
4863,IYJ
4864,JLS
4865,JMBA
4866,JOUT
4867,KBWB
4868,KEQU
4869,KSM
4870,LBCC
4871,LDP
4872,LGCYO
4873,LGI
4874,LIFE
4875,LORL
4876,LPCN
4877,LTBR
4878,MHH
4879,MLR
4880,MNP
4881,MTT
4882,MUH
4883,MXF
4884,MYF
4885,MYSZ
4886,MZF
4887,NEPT
4888,NHS
4889,NIQ
4890,NODK
4891,NTIC
4892,NXQ
4893,OBLN
4894,OFS
4895,OPP
4896,OREX
4897,PAR
4898,PBSK
4899,PFFD
4900,PGF
4901,PHIIK
4902,PIXY
4903,PNI
4904,PQ
4905,PRAN
4906,PRSS
4907,PSCD
4908,PTIE
4909,PYDS
4910,PYN
4911,QUMU
4912,QVAL
4913,RDCM
4914,RELL
4915,RILYG
4916,RJI
4917,ROM
4918,SBI
4919,SDOG
4920,SDPI
4921,SEII
4922,SGC
4923,SMBK
4924,SOHO
4925,SOJB
4926,SPA
4927,SPKEP
4928,SPRT
4929,SRS
4930,STRS
4931,SYLD
4932,TCGP
4933,TECS
4934,TGA
4935,TIG
4936,TIPT
4937,TMF
4938,TPGE
4939,TROV
4940,TST
4941,TTNP
4942,TVC
4943,UBT
4944,VRIG
4945,VTHR
4946,VTN
4947,VTVT
4948,VUSE
4949,WIA
4950,WSTL
4951,XSD
4952,LMRK
4953,PBBI
4954,VRTS
4955,BOIL
4956,MBII
4957,DTO
4958,FTRPR
4959,FWP
4960,YORW
4961,TGEN
4962,SENEA
4963,TI
4964,BMTC
4965,CCRC
4966,PSCI
4967,EML
4968,CPTA
4969,PFMT
4970,CIF
4971,XMLV
4972,IAGG
4973,VBR
4974,EBAYL
4975,CRVL
4976,IPAC
4977,BBU
4978,HYMB
4979,PMBC
4980,PVI
4981,SNHNI
4982,ALBO
4983,GASL
4984,URGN
4985,MSB
4986,NRCIA
4987,BH
4988,JYNT
4989,MGV
4990,SCHK
4991,GRBK
4992,NCA
4993,FNLC
4994,MBCN
4995,FILL
4996,VONV
4997,NKSH
4998,AMNB
4999,UYG
5000,CHA
5001,CHSCM
5002,CHAU
5003,CEFL
5004,GPJA
5005,RYH
5006,WPXP
5007,GLF
5008,JHMT
5009,ONEQ
5010,CEZ
5011,LAND
5012,SCHR
5013,CHSCN
5014,HBANO
5015,YYY
5016,EXT
5017,MILN
5018,CFFI
5019,AIEQ
5020,XAR
5021,AOR
5022,IXG
5023,VIS
5024,ALX
5025,ATXI
5026,RWR
5027,UCI
5028,CMBS
5029,EDN
5030,DGZ
5031,GURU
5032,ISG
5033,KCE
5034,SHBI
5035,RFV
5036,CWBR
5037,IBUY
5038,MXC
5039,RYF
5040,PTEU
5041,FIEU
5042,MVO
5043,GFN
5044,IRIX
5045,JETS
5046,AOA
5047,CYAD
5048,FFTY
5049,IWC
5050,XELA
5051,UFPT
5052,VIA
5053,WIRE
5054,AKER
5055,BLMT
5056,CLPR
5057,EMCG
5058,TCFC
5059,DAX
5060,DSI
5061,GBL
5062,IGN
5063,ATRI
5064,BRID
5065,PGHY
5066,AUBN
5067,DWSN
5068,OMP
5069,USD
5070,BWZ
5071,JOB
5072,OVBC
5073,SLYG
5074,ADRE
5075,AE
5076,AFT
5077,AHPI
5078,ALTY
5079,AMBCW
5080,AMSF
5081,AP
5082,APWC
5083,ARCT
5084,ASPN
5085,AWRE
5086,AXJL
5087,AZRX
5088,BCRH
5089,BCTF
5090,BDR
5091,BDXA
5092,BFY
5093,BKT
5094,BLPH
5095,BNSO
5096,BNY
5097,BSCQ
5098,BSET
5099,BSJL
5100,BSJN
5101,BSTC
5102,BWEN
5103,BYM
5104,CAPE
5105,CART
5106,CASS
5107,CATH
5108,CCCR
5109,CHEK
5110,CHIX
5111,CHSCL
5112,CIDM
5113,CLWT
5114,CMTA
5115,CORN
5116,CPAC
5117,CSD
5118,CTS
5119,CTU
5120,CTW
5121,CTY
5122,CUBA
5123,CULP
5124,CVV
5125,CXRX
5126,CYCC
5127,CZWI
5128,DBEM
5129,DFBG
5130,DFNL
5131,DHF
5132,DHS
5133,DIAL
5134,DINT
5135,DLA
5136,DRAD
5137,DRN
5138,DTN
5139,DTV
5140,DTY
5141,DWAS
5142,DWIN
5143,EAE
5144,EBTC
5145,EDAP
5146,EFAD
5147,EGF
5148,EIRL
5149,EKSO
5150,EMCI
5151,EMP
5152,ENJ
5153,EQWL
5154,ESGE
5155,ESP
5156,EVY
5157,EYES
5158,FBSS
5159,FCCY
5160,FCT
5161,FDIS
5162,FDL
5163,FDT
5164,FDUSL
5165,FEMB
5166,FFR
5167,FHLC
5168,FINX
5169,FLC
5170,FLL
5171,FLQE
5172,FLTB
5173,FMAO
5174,FMNB
5175,FNBG
5176,FNX
5177,FNY
5178,FRA
5179,FSTR
5180,FT
5181,FTC
5182,FTEK
5183,FTLS
5184,FXO
5185,GAL
5186,GCOW
5187,GDL
5188,GEK
5189,GFA
5190,GGM
5191,GGT
5192,GII
5193,GLQ
5194,GLTR
5195,GNE
5196,GSBD
5197,GURE
5198,GVAL
5199,GXF
5200,HALL
5201,HESM
5202,HFBC
5203,HIPS
5204,HNW
5205,HPJ
5206,HSGX
5207,HTD
5208,HUSE
5209,HUSV
5210,IAI
5211,IAK
5212,IAT
5213,IBKCP
5214,IBMG
5215,ICAN
5216,ICOL
5217,IDHQ
5218,IEZ
5219,IF
5220,IFLY
5221,IIN
5222,INCO
5223,INDL
5224,INDUU
5225,INTX
5226,IOO
5227,IRMD
5228,ISNS
5229,ITUS
5230,IWL
5231,IZRL
5232,JHA
5233,JJC
5234,JJG
5235,JKD
5236,JKE
5237,JPT
5238,JPXN
5239,JRJC
5240,JSYN
5241,KBWD
5242,KBWY
5243,KEN
5244,KTOV
5245,LAC
5246,LCM
5247,LENS
5248,LEVB
5249,LFVN
5250,LMB
5251,LOV
5252,LTPZ
5253,LYL
5254,MACQW
5255,MAGS
5256,MCB
5257,MGIC
5258,MHI
5259,MLN
5260,MLVF
5261,MNGA
5262,MOSY
5263,MRDN
5264,MRRL
5265,MSP
5266,MTR
5267,MUA
5268,MVV
5269,MXI
5270,MYD
5271,MZA
5272,NAII
5273,NGE
5274,NID
5275,NJV
5276,NORW
5277,NTN
5278,NVFY
5279,NVUS
5280,NXJ
5281,NXN
5282,NYH
5283,OCIP
5284,OGEN
5285,OIIM
5286,OMAA
5287,OMNT
5288,ONTL
5289,OPNT
5290,OSN
5291,PBCTP
5292,PDN
5293,PERI
5294,PFIE
5295,PHX
5296,PIY
5297,PKOH
5298,POLA
5299,PPIH
5300,PPSI
5301,PPX
5302,PRME
5303,PSCM
5304,PSJ
5305,PSK
5306,PST
5307,PTMC
5308,PUTW
5309,PXE
5310,PXF
5311,PXI
5312,QABA
5313,QDF
5314,QQQE
5315,RAVE
5316,REK
5317,RETO
5318,RFEM
5319,RFG
5320,RGLS
5321,RJN
5322,RLY
5323,RMGN
5324,RNN
5325,ROSE
5326,RVSB
5327,RZB
5328,SACH
5329,SANW
5330,SBNA
5331,SGBX
5332,SGOC
5333,SILJ
5334,SKF
5335,SKYS
5336,SKYY
5337,SLDA
5338,SLS
5339,SMB
5340,SMIT
5341,SMMF
5342,SOCL
5343,SPLP
5344,SRLP
5345,STAF
5346,STPZ
5347,STRM
5348,STRT
5349,SYN
5350,TANNI
5351,TBB
5352,TDA
5353,TDE
5354,TDF
5355,TENX
5356,TESS
5357,TETF
5358,THW
5359,TILT
5360,TLF
5361,TNXP
5362,TPL
5363,TPOR
5364,TRIB
5365,TSLF
5366,TTP
5367,TWMC
5368,UCBA
5369,UFI
5370,URTY
5371,USAU
5372,UUU
5373,UZA
5374,VAMO
5375,VAW
5376,VCO
5377,VGI
5378,VIGI
5379,VIOG
5380,VJET
5381,VMAX
5382,VPV
5383,VTRB
5384,VVPR
5385,WDIV
5386,WEAT
5387,WHF
5388,WHLRP
5389,WYY
5390,XENE
5391,XHS
5392,XNTK
5393,XSOE
5394,XSW
5395,XTNT
5396,YCL
5397,YECO
5398,YGE
5399,YGYI
5400,YLCO
5401,YOGA
5402,ZDGE
5403,ZF
5404,ZNH
5405,MTLS
5406,RZG
5407,JJN
5408,CSSE
5409,AMCA
5410,MSEX
5411,EWGS
5412,NAP
5413,RFEU
5414,BGIO
5415,ASHS
5416,DEEF
5417,GEX
5418,HGH
5419,JPUS
5420,KOIN
5421,NGHCO
5422,PED
5423,PRTO
5424,SEB
5425,EMGF
5426,FVAL
5427,SFST
5428,DTH
5429,FIGY
5430,KXI
5431,PALL
5432,PEJ
5433,RA
5434,SHI
5435,DLN
5436,GCC
5437,LCNB
5438,PBS
5439,SSG
5440,PICK
5441,ISF
5442,RTH
5443,SGZA
5444,SMEZ
5445,XLG
5446,EUXL
5447,FRI
5448,DPST
5449,PZG
5450,ROAM
5451,VRML
5452,DDE
5453,UG
5454,XTN
5455,GENY
5456,RIGS
5457,SMDD
5458,NES
5459,SBBX
5460,WLFC
5461,ACER
5462,BSWN
5463,EVBN
5464,FEUZ
5465,EDV
5466,FALN
5467,GCBC
5468,PEK
5469,SOHOB
5470,DTJ
5471,PLPC
5472,FBIZ
5473,BZF
5474,CLIR
5475,FEEU
5476,AMSWA
5477,JPEM
5478,RWK
5479,RZA
5480,VLRX
5481,PMR
5482,MKGI
5483,CRAK
5484,FINU
5485,MIN
5486,CORP
5487,CXH
5488,FNG
5489,FVC
5490,ACIM
5491,ROOF
5492,MIND
5493,OUSA
5494,IRCP
5495,RUSHB
5496,CMCT
5497,JJU
5498,NCBS
5499,FYT
5500,PBJ
5501,CXSE
5502,LWAY
5503,AGZD
5504,RWL
5505,VTWV
5506,FCCO
5507,FLEU
5508,IPFF
5509,SLCT
5510,WTFCM
5511,FLEE
5512,OFED
5513,EES
5514,SINO
5515,BCOM
5516,FIEE
5517,LMHB
5518,NWLI
5519,NYMTP
5520,SWP
5521,CATC
5522,EDOG
5523,EWMC
5524,KORU
5525,SAFT
5526,SCIN
5527,PILL
5528,SGRP
5529,TPVG
5530,VDTH
5531,DNBF
5532,ICAD
5533,RXI
5534,AEH
5535,DEW
5536,DVYE
5537,MICT
5538,NRIM
5539,TAIL
5540,EBMT
5541,ICBK
5542,SYE
5543,BFS
5544,DEF
5545,DGL
5546,EMFM
5547,FGBI
5548,GRVY
5549,HIFS
5550,HX
5551,ITIC
5552,MLAB
5553,PEBK
5554,PVBC
5555,PYT
5556,SBFG
5557,SGMA
5558,SMMT
5559,TAC
5560,TCI
5561,WSKY
5562,AADR
5563,AAMC
5564,AAME
5565,AAU
5566,ABE
5567,ACGLO
5568,ACNB
5569,ACSF
5570,ACSI
5571,ACU
5572,ACV
5573,ACY
5574,ADOM
5575,ADRA
5576,ADRD
5577,ADRU
5578,ADXSW
5579,ADZ
5580,AEB
5581,AED
5582,AEK
5583,AETI
5584,AEUA
5585,AEY
5586,AEZS
5587,AFC
5588,AFHBL
5589,AFK
5590,AFTY
5591,AGA
5592,AGD
5593,AGF
5594,AGFSW
5595,AGGE
5596,AGGP
5597,AGGY
5598,AGIIL
5599,AGNCB
5600,AGNCN
5601,AGND
5602,AGT
5603,AGZ
5604,AHC
5605,AHPA
5606,AHPAU
5607,AHPAW
5608,AIF
5609,AIHS
5610,AINC
5611,AIPT
5612,AIRI
5613,AIRT
5614,AIW
5615,AIY
5616,AIZP
5617,AJX
5618,AJXA
5619,AKTX
5620,ALCO
5621,ALD
5622,ALFA
5623,ALFI
5624,ALJJ
5625,ALN
5626,ALPN
5627,ALQA
5628,ALRN
5629,ALTS
5630,AMJL
5631,AMLX
5632,AMMA
5633,AMOV
5634,AMRB
5635,AMRH
5636,AMRHW
5637,AMS
5638,AMUB
5639,ANCB
5640,ANTX
5641,APB
5642,APDN
5643,APEN
5644,APF
5645,APOP
5646,APOPW
5647,APRI
5648,AQB
5649,ARCI
5650,ARCM
5651,ARCW
5652,ARDM
5653,ARGS
5654,ARL
5655,ARTNA
5656,ARTW
5657,ASEA
5658,ASET
5659,ASFI
5660,ASHX
5661,ASM
5662,ASPU
5663,ASRV
5664,ASRVP
5665,ASTC
5666,ATAC
5667,ATACR
5668,ATACU
5669,ATAI
5670,ATEC
5671,ATLC
5672,ATLO
5673,ATMP
5674,ATTU
5675,ATV
5676,AUDC
5677,AUG
5678,AUSE
5679,AVNW
5680,AWX
5681,AXJV
5682,AXR
5683,AYT
5684,BAF
5685,BAL
5686,BALB
5687,BANFP
5688,BAR
5689,BASI
5690,BBDO
5691,BBF
5692,BBK
5693,BBP
5694,BBRC
5695,BCAC
5696,BCACR
5697,BCACU
5698,BCACW
5699,BCD
5700,BCI
5701,BCLI
5702,BCM
5703,BCV
5704,BDCZ
5705,BDD
5706,BDL
5707,BDRY
5708,BEF
5709,BELFA
5710,BEMO
5711,BEP
5712,BERN
5713,BFIT
5714,BFO
5715,BFRA
5716,BGCA
5717,BHAC
5718,BHACU
5719,BHV
5720,BIBL
5721,BICK
5722,BIS
5723,BJJN
5724,BJK
5725,BJO
5726,BJZ
5727,BKEPP
5728,BKHU
5729,BKJ
5730,BKK
5731,BKN
5732,BKSC
5733,BKYI
5734,BLE
5735,BLES
5736,BLFS
5737,BLH
5738,BLHY
5739,BLIN
5740,BLJ
5741,BLNG
5742,BLNK
5743,BLNKW
5744,BME
5745,BMLP
5746,BMRA
5747,BNDC
5748,BNJ
5749,BNTC
5750,BOFIL
5751,BOKFL
5752,BOM
5753,BOON
5754,BORN
5755,BOS
5756,BOSS
5757,BOTJ
5758,BOXL
5759,BPFHP
5760,BPFHW
5761,BPMX
5762,BPOPM
5763,BPOPN
5764,BPTH
5765,BQH
5766,BRAC
5767,BRACR
5768,BRACU
5769,BRACW
5770,BRGL
5771,BRN
5772,BRPA
5773,BRPAR
5774,BRPAU
5775,BRPAW
5776,BRQS
5777,BSCI
5778,BSCN
5779,BSCP
5780,BSCR
5781,BSD
5782,BSJO
5783,BSJP
5784,BSQR
5785,BTA
5786,BTEC
5787,BTN
5788,BUR
5789,BURG
5790,BUY
5791,BUYN
5792,BUZ
5793,BVAL
5794,BVNSC
5795,BVSN
5796,BVXV
5797,BWG
5798,BWINA
5799,BWV
5800,BXE
