,0
2062,EPAY
2063,GTXI
2064,BAS
2065,CPHI
2066,EFAV
2067,ADSW
2068,WPC
2069,VRSK
2070,ICLR
2071,AQMS
2072,AWR
2073,DRRX
2074,VRA
2075,WLKP
2076,SNHY
2077,BFAM
2078,IOVA
2079,TEN
2080,SUP
2081,LL
2082,BID
2083,TRXC
2084,LEA
2085,APD
2086,OSUR
2087,AVT
2088,SXC
2089,SPLV
2090,ATTO
2091,DVY
2092,NVCR
2093,DAR
2094,PCH
2095,SAFM
2096,CRIS
2097,RMBS
2098,PRTK
2099,MLPI
2100,AJG
2101,RGA
2102,GMLP
2103,TAST
2104,KB
2105,OTEX
2106,FHB
2107,SANM
2108,SNV
2109,EUFN
2110,MOD
2111,MGI
2112,WBC
2113,NSH
2114,SNA
2115,ELGX
2116,KOPN
2117,CLDT
2118,AIMT
2119,OSBC
2120,BRKL
2121,DEO
2122,UNFI
2123,PFF
2124,ONDK
2125,SAH
2126,NVTA
2127,HZO
2128,TNK
2129,GSG
2130,SATS
2131,KANG
2132,SLGN
2133,IBKR
2134,VSM
2135,HMC
2136,GPI
2137,VLP
2138,CPA
2139,ROCK
2140,RNWK
2141,HOV
2142,ASTE
2143,BWP
2144,AVXS
2145,ACET
2146,CTLT
2147,ROBO
2148,DMRC
2149,CUTR
2150,UEPS
2151,AMCX
2152,CALD
2153,DXD
2154,NMM
2155,SAIC
2156,QLD
2157,DIOD
2158,RARE
2159,CQH
2160,INOV
2161,GOV
2162,TPX
2163,CBM
2164,MYOK
2165,BNFT
2166,VVR
2167,IYE
2168,PLYA
2169,CSFL
2170,CFFN
2171,HSII
2172,GDS
2173,UL
2174,LOPE
2175,FAC
2176,TCMD
2177,HVT
2178,EWQ
2179,GOLD
2180,RLI
2181,KEX
2182,SPYG
2183,SMTC
2184,OR
2185,XNCR
2186,B
2187,DIN
2188,SCHN
2189,OMN
2190,NM
2191,HSON
2192,UBSI
2193,HEZU
2194,FPRX
2195,GVA
2196,EVTC
2197,IVW
2198,SMCI
2199,FLXN
2200,HDGE
2201,DESP
2202,ODFL
2203,CFMS
2204,NVTR
2205,TGP
2206,VRP
2207,NFJ
2208,ENZ
2209,KRA
2210,NSU
2211,WLTW
2212,TRCO
2213,GGN
2214,QTM
2215,CDXS
2216,TFI
2217,FCFS
2218,MB
2219,I
2220,FSNN
2221,URG
2222,LTXB
2223,VREX
2224,KDMN
2225,CNS
2226,LM
2227,BITA
2228,LXU
2229,SON
2230,GDOT
2231,ROP
2232,NLS
2233,SITE
2234,LSXMK
2235,MSTR
2236,NFEC
2237,COHU
2238,RBA
2239,OTIC
2240,OPB
2241,BT
2242,ABAX
2243,CPRX
2244,ZIOP
2245,EFR
2246,GRMN
2247,SPDW
2248,MEDP
2249,TEF
2250,EXIV
2251,CSLT
2252,KEP
2253,CEIX
2254,GIL
2255,NEWM
2256,TYPE
2257,KYN
2258,NVGS
2259,MCC
2260,MCY
2261,TWOU
2262,MDGL
2263,AZUL
2264,TCS
2265,ACTG
2266,GATX
2267,EPC
2268,SRG
2269,AMWD
2270,CATY
2271,MSM
2272,COLB
2273,GBT
2274,GEF
2275,LOMA
2276,MPAA
2277,HCHC
2278,GGG
2279,BPFH
2280,TDS
2281,SYNT
2282,COWN
2283,MTH
2284,GTLS
2285,SKYW
2286,CONN
2287,EZPW
2288,GNL
2289,BXC
2290,NPO
2291,RCI
2292,LFIN
2293,BSMX
2294,MHLD
2295,MLNX
2296,AERI
2297,BAK
2298,SOXX
2299,SEM
2300,AST
2301,REN
2302,CCU
2303,KPTI
2304,WAGE
2305,GEL
2306,AVID
2307,HEP
2308,SLDB
2309,GNRC
2310,WD
2311,SCHG
2312,SHLO
2313,DNB
2314,AMID
2315,TBBK
2316,IVC
2317,TOUR
2318,ESND
2319,ITT
2320,MTRX
2321,APLP
2322,EPOL
2323,BIV
2324,SPWR
2325,CHH
2326,TMK
2327,SPYV
2328,TOT
2329,BDJ
2330,PGTI
2331,MDP
2332,SLAB
2333,DATA
2334,WWE
2335,RNG
2336,EHC
2337,PEGA
2338,NOVT
2339,DTE
2340,MYGN
2341,DEA
2342,MINI
2343,PXLW
2344,BRS
2345,DGRO
2346,ERF
2347,AEIS
2348,ETV
2349,LHCG
2350,NDAQ
2351,NFG
2352,WSFS
2353,CNNE
2354,WCC
2355,BRC
2356,PIRS
2357,AAT
2358,ENR
2359,NSA
2360,ABIO
2361,RFP
2362,SRRA
2363,EE
2364,NXEO
2365,VRTU
2366,COTV
2367,MMYT
2368,MEET
2369,UTHR
2370,CALM
2371,ALRM
2372,USAC
2373,MKTX
2374,LSCC
2375,PTGX
2376,WSR
2377,RWT
2378,ECPG
2379,MCRN
2380,SFL
2381,AME
2382,BKNG
2383,DCT
2384,CSTE
2385,BOFI
2386,QNST
2387,SR
2388,SHLD
2389,PMTS
2390,SIMO
2391,AMED
2392,HRTG
2393,EUM
2394,IGF
2395,VNET
2396,AYX
2397,UBSH
2398,CHRS
2399,KEM
2400,BWB
2401,BEDU
2402,CIB
2403,PES
2404,FSP
2405,IIIN
2406,BLD
2407,HFWA
2408,SCSC
2409,QADA
2410,SALT
2411,BHLB
2412,CASI
2413,TSC
2414,STB
2415,RE
2416,LUNA
2417,FBC
2418,CLS
2419,EVLV
2420,PHK
2421,SFNC
2422,GBX
2423,DGRW
2424,GWR
2425,VRS
2426,HUBB
2427,EPP
2428,PPDF
2429,GLOW
2430,EWM
2431,GTT
2432,PBA
2433,LTS
2434,UAN
2435,GMED
2436,VERU
2437,PB
2438,VVI
2439,TSRO
2440,EGL
2441,MRCY
2442,VSI
2443,TU
2444,LCII
2445,IBKC
2446,ICFI
2447,ACIW
2448,ADX
2449,ONCE
2450,PTCT
2451,TFSL
2452,ATNM
2453,CSU
2454,RRGB
2455,HUD
2456,CECE
2457,IART
2458,CHU
2459,VB
2460,APTS
2461,III
2462,JILL
2463,STBZ
2464,YRCW
2465,CNAT
2466,WWW
2467,LXRX
2468,PRAA
2469,CLM
2470,COBZ
2471,RPT
2472,STMP
2473,SCVL
2474,CORE
2475,AFG
2476,KRNT
2477,CYD
2478,MYRG
2479,BANR
2480,CRESY
2481,HIFR
2482,XT
2483,IUSG
2484,FPH
2485,MNR
2486,FN
2487,CPK
2488,ORC
2489,SLF
2490,KL
2491,VSAT
2492,CHFC
2493,WK
2494,ADMS
2495,FUN
2496,SIGI
2497,SCHA
2498,CACI
2499,BBOX
2500,RMTI
2501,SUPV
2502,ALKS
2503,CRAY
2504,GLDD
2505,BOH
2506,FIZZ
2507,LIQT
2508,CEPU
2509,VVC
2510,SBBP
2511,DORM
2512,EVBG
2513,IGOV
2514,AKCA
2515,AEMD
2516,ENV
2517,AIN
2518,CAE
2519,ATRS
2520,QES
2521,NUV
2522,HXL
2523,SPHD
2524,SWM
2525,TUSK
2526,HBHC
2527,EME
2528,VUZI
2529,OFG
2530,SSLJ
2531,GLT
2532,IUSV
2533,PHG
2534,DUST
2535,FMI
2536,MERC
2537,HEES
2538,CMO
2539,BXMX
2540,AZO
2541,AMZA
2542,AGFS
2543,WCG
2544,IDV
2545,JKS
2546,SNCR
2547,PTI
2548,LKSD
2549,TM
2550,UVV
2551,VNM
2552,EIGI
2553,BIOC
2554,HUBG
2555,LAD
2556,TWI
2557,SNBR
2558,RYAM
2559,LOGI
2560,DCO
2561,FLWS
2562,HYT
2563,FCPT
2564,EBIX
2565,UDOW
2566,ENBL
2567,MTUM
2568,NYRT
2569,MFG
2570,ANAB
2571,ABUS
2572,SCG
2573,CBB
2574,MSG
2575,ANSS
2576,STML
2577,NVRO
2578,MMS
2579,HTGC
2580,CBRL
2581,GEN
2582,ADXS
2583,ITRI
2584,EMES
2585,TEP
2586,GBCI
2587,NR
2588,ERII
2589,CLMT
2590,RVT
2591,AINV
2592,FMS
2593,DST
2594,EMD
2595,RDY
2596,CERS
2597,LIT
2598,SDRL
2599,BL
2600,NCI
2601,TLK
2602,SSYS
2603,GUNR
2604,HTH
2605,LKFN
2606,ANGO
2607,PKX
2608,SVM
2609,ENT
2610,WGL
2611,AEGN
2612,AXE
2613,BTX
2614,LE
2615,ACIA
2616,HAWK
2617,PAG
2618,PRIM
2619,CTMX
2620,OPHT
2621,RDUS
2622,FLRN
2623,BBGI
2624,CASH
2625,SITO
2626,PINC
2627,GWPH
2628,EGIF
2629,SFBS
2630,SMPL
2631,FNKO
2632,CVRR
2633,RBS
2634,SSTK
2635,DCM
2636,ZBRA
2637,BMA
2638,BGG
2639,GABC
2640,NCMI
2641,PCSB
2642,ERUS
2643,EROS
2644,HIVE
2645,INST
2646,FDP
2647,MGLN
2648,BOJA
2649,ADMP
2650,EEQ
2651,EDIT
2652,TLRA
2653,BGY
2654,AB
2655,DGAZ
2656,GAIA
2657,PRGS
2658,TRMK
2659,ACRS
2660,MSGN
2661,NUS
2662,SPSC
2663,EFSC
2664,BOKF
2665,MD
2666,PSMT
2667,FTK
2668,UVSP
2669,OCFC
2670,RADA
2671,PAM
2672,BND
2673,EZA
2674,GOGL
2675,CNCE
2676,CCRN
2677,JBT
2678,PJT
2679,RUBI
2680,BKE
2681,RHP
2682,IRTC
2683,ADC
2684,SMIN
2685,ENVA
2686,QTNT
2687,CMRE
2688,EGAN
2689,ZGNX
2690,TPIC
2691,ARW
2692,NEA
2693,TA
2694,AMG
2695,FRTA
2696,EFV
2697,INWK
2698,PI
2699,NMR
2700,FPE
2701,BLV
2702,UCFC
2703,MNRO
2704,CWI
2705,FMBI
2706,ACLS
2707,ITCI
2708,LSI
2709,NOBL
2710,CSJ
2711,VIVO
2712,TCAP
2713,MCHX
2714,EPR
2715,GEM
2716,IGD
2717,EWS
2718,CRAI
2719,DSGX
2720,ORIT
2721,CTIC
2722,JASO
2723,GUT
2724,AIT
2725,HCM
2726,TTS
2727,TREE
2728,MODN
2729,AXAS
2730,OUNZ
2731,CTSO
2732,KIE
2733,SNX
2734,ACOR
2735,PCTY
2736,TX
2737,BSAC
2738,ALIM
2739,LILAK
2740,PTR
2741,ASUR
2742,UTG
2743,SSL
2744,GSS
2745,HMN
2746,VMBS
2747,NTLA
2748,AEHR
2749,BMI
2750,CHCT
2751,MSBI
2752,GNMK
2753,HLNE
2754,XES
2755,HHC
2756,DLS
2757,PMT
2758,APPS
2759,SHAK
2760,GOLF
2761,WTTR
2762,APU
2763,VYGR
2764,DOOR
2765,LGND
2766,EBSB
2767,CENTA
2768,EGP
2769,SNPS
2770,FCEL
2771,PSO
2772,AOD
2773,EEX
2774,UIHC
2775,VCV
2776,BIO
2777,E
2778,MIME
2779,GHDX
2780,KRC
2781,RVNC
2782,NATI
2783,CRR
2784,ACCO
2785,PLXS
2786,TRNO
2787,ASGN
2788,CVNA
2789,MANT
2790,FEN
2791,GSUM
2792,OMAB
2793,VNOM
2794,TCPC
2795,IBTX
2796,ZN
2797,DSPG
2798,FWONA
2799,GER
2800,QTRX
2801,ZEAL
2802,ATKR
2803,UHAL
2804,SJR
2805,SIGM
2806,BOLD
2807,AI
2808,SA
2809,BCOV
2810,ACBI
2811,CVBF
2812,ISCA
2813,NGVT
2814,BY
2815,LSXMA
2816,PATK
2817,AGQ
2818,INUV
2819,SYNC
2820,VBLT
2821,VMI
2822,CHSP
2823,HF
2824,BPMC
2825,SASR
2826,AYR
2827,CLD
2828,NBRV
2829,PGAL
2830,TVTY
2831,VGT
2832,FCN
2833,ATOM
2834,WEX
2835,AQXP
2836,NXST
2837,CCIH
2838,CURO
2839,KODK
2840,MTRN
2841,TECH
2842,WING
2843,VDSI
2844,UBNK
2845,ALO
2846,HAFC
2847,FI
2848,ADES
2849,ATRA
2850,BOOM
2851,GLYC
2852,SPH
2853,GCAP
2854,NEWR
2855,VCRA
2856,SHV
2857,FXE
2858,BZH
2859,PRI
2860,FTSM
2861,TCO
2862,EXLS
2863,DM
2864,QLYS
2865,QURE
2866,RTRX
2867,STAR
2868,WIFI
2869,CLSD
2870,FNDE
2871,ICUI
2872,WVE
2873,MNTX
2874,LSTR
2875,LTC
2876,ELS
2877,TGS
2878,CDR
2879,BHBK
2880,ABDC
2881,VGZ
2882,ARTX
2883,BIF
2884,IGHG
2885,NAK
2886,ASIX
2887,GMZ
2888,SYBX
2889,TEO
2890,WASH
2891,XLRN
2892,RMNI
2893,LMAT
2894,HMI
2895,SRT
2896,IMDZ
2897,BPY
2898,CBZ
2899,BLRX
2900,KIRK
2901,BSCK
2902,CDZI
2903,SAIA
2904,CRMD
2905,IPOA
2906,PIN
2907,RQI
2908,THM
2909,IDSY
2910,SHY
2911,RRTS
2912,INSY
2913,OGS
2914,RWO
2915,AY
2916,USLV
2917,CMD
2918,LBY
2919,VSS
2920,RBC
2921,SCHM
2922,CIO
2923,THD
2924,FNJN
2925,ADUS
2926,FTEC
2927,LBAI
2928,NWE
2929,PLT
2930,HTM
2931,GOL
2932,ELF
2933,VAC
2934,GNBC
2935,OMCL
2936,UFPI
2937,IBOC
2938,ZAGG
2939,VEC
2940,WBK
2941,CSQ
2942,HELE
2943,CRHM
2944,FGP
2945,IIF
2946,NIB
2947,XSPA
2948,BRG
2949,GSV
2950,PCMI
2951,AIR
2952,POL
2953,MINT
2954,EBR
2955,TRVG
2956,HIIQ
2957,SIEN
2958,HASI
2959,CVI
2960,CPLP
2961,JOBS
2962,FOGO
2963,SPAB
2964,AWF
2965,BXG
2966,FBK
2967,IYZ
2968,FAX
2969,SHYG
2970,NICE
2971,KALU
2972,ACC
2973,RELX
2974,CAMP
2975,ICON
2976,JE
2977,ASPS
2978,RGS
2979,BNO
2980,ZIXI
2981,ACWV
2982,ITGR
2983,CGBD
2984,EWN
2985,MNLO
2986,BSF
2987,RGEN
2988,BPI
2989,KRO
2990,SB
2991,AOSL
2992,CVGW
2993,DSKE
2994,DGICA
2995,CCO
2996,TUES
2997,GXC
2998,SILC
2999,RGLD
3000,ARLZ
3001,GBDC
3002,IFGL
3003,OCSI
3004,TSG
3005,EBS
3006,EURN
3007,QTWO
3008,SNLN
3009,SAGE
3010,NOA
3011,APVO
3012,CALX
3013,PLAB
3014,RARX
3015,AGYS
3016,RSO
3017,AHT
3018,CALA
3019,TGH
3020,CG
3021,EVA
3022,RPV
3023,ATR
3024,TRST
3025,SYKE
3026,TEDU
3027,FWRD
3028,ABG
3029,LBC
3030,MARA
3031,DS
3032,FLIC
3033,ARDX
3034,ARR
3035,ADAP
3036,BIL
3037,ATGE
3038,WHD
3039,BSV
3040,LEXEA
3041,LECO
3042,PID
3043,TRVN
3044,JPS
3045,FSB
3046,SPHQ
3047,CATO
3048,SGOL
3049,MTX
3050,BOE
3051,FENG
3052,VTL
3053,LJPC
3054,TREX
3055,FTS
3056,VV
3057,CCS
3058,CHUY
3059,FDN
3060,MLNT
3061,CLB
3062,CTRN
3063,VSTM
3064,CIT
3065,UTI
3066,GPL
3067,INTT
3068,BGB
3069,IBP
3070,CENT
3071,SPTN
3072,NML
3073,NSIT
3074,AMRS
3075,EQBK
3076,SEAC
3077,RVLT
3078,JMF
3079,RNGR
3080,INAP
3081,ACWX
3082,ARGX
3083,RACE
3084,STKL
3085,VFH
3086,ROL
3087,KOP
3088,STAA
3089,TCRD
3090,LFUS
3091,CYBR
3092,ULTI
3093,ESL
3094,APOG
3095,MPWR
3096,MBIN
3097,HI
3098,CRED
3099,PZA
3100,FELE
3101,SSB
3102,LAYN
3103,WBAI
3104,ADMA
3105,ETY
3106,GLP
3107,ICLN
3108,ITRN
3109,RYB
3110,MAIN
3111,INNT
3112,CAFD
3113,LANC
3114,PRGX
3115,CHDN
3116,DQ
3117,TYL
3118,AKTS
3119,SLP
3120,RICK
3121,AVAL
3122,PER
3123,ENTA
3124,DJP
3125,EXPO
3126,IXC
3127,INDY
3128,FRGI
3129,HBIO
3130,SEND
3131,DAKT
3132,EFG
3133,AREX
3134,AAON
3135,SKY
3136,FPL
3137,NSTG
3138,MOV
3139,HSEB
3140,GTS
3141,JRO
3142,CDMO
3143,ARC
3144,KFY
3145,CQQQ
3146,GIB
3147,MDY
3148,BCEI
3149,DFIN
3150,NNI
3151,ESIO
3152,FLDM
3153,COGT
3154,EVF
3155,IBDD
3156,NTG
3157,CGIX
3158,ZOES
3159,RMAX
3160,VCLT
3161,CRVS
3162,HRI
3163,LDL
3164,PRLB
3165,BIT
3166,TECD
3167,HAIR
3168,MMI
3169,CR
3170,CEQP
3171,CRWS
3172,LNN
3173,EDC
3174,TCBK
3175,VMIN
3176,PTX
3177,SODA
3178,SNDX
3179,CLNC
3180,INGN
3181,GDV
3182,JONE
3183,GSBC
3184,PEN
3185,MTGE
3186,AGR
3187,ANIP
3188,CETX
3189,FRN
3190,FXC
3191,GNCA
3192,LQDT
3193,PRSC
3194,SCJ
3195,TKC
3196,VMO
3197,CRK
3198,CYOU
3199,FATE
3200,NWN
3201,OSS
3202,TSQ
3203,PDVW
3204,CODI
3205,RDVY
3206,PBPB
3207,WAAS
3208,CRF
3209,IGR
3210,NANO
3211,TACO
3212,AVAV
3213,SPEM
3214,IPGP
3215,TTOO
3216,SAM
3217,DSX
3218,IIPR
3219,AMPH
3220,CNMD
3221,DOG
3222,HDNG
3223,HEQ
3224,NDLS
3225,TNH
3226,VWOB
3227,ABCB
3228,BPMP
3229,PJC
3230,CEN
3231,CYTK
3232,NTGR
3233,ITA
3234,FONR
3235,UNF
3236,RDWR
3237,JDST
3238,FTXO
3239,GIFI
3240,BGSF
3241,CACC
3242,EMO
3243,OSIS
3244,NEP
3245,EPM
3246,CNA
3247,CRY
3248,SRLN
3249,FXY
3250,LAUR
3251,SSD
3252,AMBC
3253,BEL
3254,TSLX
3255,GBNK
3256,AXON
3257,CLUB
3258,DON
3259,OXLC
3260,PVAC
3261,TWM
3262,OLBK
3263,IYF
3264,TNC
3265,EIM
3266,OZM
3267,PNNT
3268,AGIO
3269,UGP
3270,CO
3271,VCSH
3272,TDY
3273,SFE
3274,TRTX
3275,PHYS
3276,DFE
3277,RUTH
3278,SRCE
3279,HURN
3280,MNDO
3281,UGAZ
3282,FTD
3283,PSDO
3284,HABT
3285,AKG
3286,CSS
3287,EARS
3288,HLTH
3289,IGE
3290,SRI
3291,WLDN
3292,MEI
3293,SBSI
3294,OPTT
3295,WSC
3296,QCRH
3297,HSKA
3298,CVTI
3299,USPH
3300,JOE
3301,RMR
3302,CARA
3303,CMRX
3304,WATT
3305,CEI
3306,TARO
3307,SOXL
3308,HIX
3309,SBCF
3310,TRTN
3311,NNBR
3312,SBT
3313,PARR
3314,MLPA
3315,OSB
3316,SSTI
3317,ASA
3318,ASNS
3319,NNA
3320,PRPO
3321,SPKE
3322,REX
3323,EXTN
3324,IVTY
3325,FRME
3326,WLB
3327,CBPX
3328,IDCC
3329,TMV
3330,TUR
3331,AWP
3332,ROLL
3333,SNNA
3334,NSSC
3335,ECH
3336,NEO
3337,FPI
3338,GLOB
3339,EMKR
3340,BNED
3341,FBNC
3342,LGCY
3343,DOVA
3344,SLRC
3345,CPF
3346,FNCL
3347,DSL
3348,HEWP
3349,ISTB
3350,MTBC
3351,NEON
3352,NXE
3353,PBFX
3354,RCUS
3355,AMRC
3356,TOWR
3357,SD
3358,EGLE
3359,MTEM
3360,EGBN
3361,THG
3362,NOAH
3363,IDA
3364,MED
3365,FRBK
3366,PEBO
3367,AMRWW
3368,IWN
3369,ODT
3370,LOB
3371,SHOS
3372,ETJ
3373,FMHI
3374,MCRI
3375,NSL
3376,CRNT
3377,RTEC
3378,WMK
3379,IDT
3380,AHP
3381,WEB
3382,INSG
3383,ROYT
3384,RTTR
3385,SDIV
3386,TNP
3387,NGS
3388,CPSI
3389,AGS
3390,SCPH
3391,GPRK
3392,TRNC
3393,CLCT
3394,CDXC
3395,BBSI
3396,FOR
3397,PPT
3398,VLRS
3399,ASMB
3400,BSJJ
3401,CIR
3402,IPHS
3403,FARO
3404,THR
3405,LLEX
3406,PWV
3407,RNR
3408,PICO
3409,CHE
3410,JRVR
3411,NBTB
3412,CMTL
3413,CRSP
3414,DHX
3415,EHIC
3416,EWO
3417,IVAC
3418,WG
3419,TIS
3420,VICL
3421,KFRC
3422,MUC
3423,SMI
3424,CDTX
3425,CNOB
3426,GLAD
3427,KMG
3428,PRF
3429,UFCS
3430,CCMP
3431,TRS
3432,NSP
3433,BBN
3434,DFRG
3435,NZF
3436,MEIP
3437,CLNE
3438,XOXO
3439,LKM
3440,OMEX
3441,CBU
3442,XENT
3443,CRME
3444,EVM
3445,IGV
3446,PXMG
3447,QUAL
3448,TCON
3449,VKI
3450,NX
3451,STRA
3452,EWZS
3453,JAKK
3454,NERV
3455,RECN
3456,EARN
3457,ATNX
3458,NYMX
3459,ALNA
3460,AVX
3461,MYO
3462,FCSC
3463,PDFS
3464,MVIS
3465,TBK
3466,DWX
3467,PFSI
3468,DSE
3469,AQN
3470,ARMO
3471,CHIQ
3472,FIBK
3473,DEUS
3474,EDD
3475,FEI
3476,GPX
3477,MARK
3478,MCA
3479,OPTN
3480,QTNA
3481,TLH
3482,VOC
3483,CHUBA
3484,SRV
3485,ETO
3486,FCG
3487,CRCM
3488,BLCM
3489,FFIN
3490,RGNX
3491,APPF
3492,KE
3493,ASR
3494,EBIO
3495,MBRX
3496,AFMD
3497,ASYS
3498,APEI
3499,HYGS
3500,PSB
3501,GORO
3502,MN
3503,NITE
3504,AFI
3505,TECL
3506,VICR
3507,MORN
3508,EIGR
3509,ATRC
3510,EMLP
3511,ICD
3512,CW
3513,IWR
3514,APLS
3515,CFO
3516,ILTB
3517,ALE
3518,Y
3519,HZN
3520,UEIC
3521,KOL
3522,AFH
3523,AQ
3524,AUTO
3525,CKPT
3526,HTBI
3527,IDN
3528,KOF
3529,LYTS
3530,PHI
3531,RIF
3532,SPHB
3533,CTR
3534,UBNT
3535,MFL
3536,YINN
3537,ORA
3538,CMPR
3539,ESTE
3540,SHM
3541,VKQ
3542,EDGE
3543,SRDX
3544,OCUL
3545,WSBC
3546,RAS
3547,PFBC
3548,CARG
3549,EMAN
3550,EPZM
3551,WMC
3552,TAN
3553,LX
3554,AIMC
3555,MFNC
3556,AUO
3557,ADRO
3558,ARII
3559,CHI
3560,CLY
3561,LEJU
3562,SCHH
3563,SIVR
3564,NCZ
3565,UTF
3566,IBND
3567,CIU
3568,GHY
3569,HMTV
3570,PAC
3571,KYO
3572,CTEK
3573,ABIL
3574,IWS
3575,PLX
3576,IEI
3577,NVEE
3578,ATRO
3579,CFRX
3580,AZZ
3581,SJT
3582,DX
3583,IO
3584,VO
3585,IWV
3586,KLXI
3587,BLX
3588,ENSG
3589,SXCP
3590,MXWL
3591,TOCA
3592,CYBE
3593,EFC
3594,ACP
3595,AMTX
3596,ICL
3597,MIE
3598,MSF
3599,NHF
3600,PHD
3601,RWLK
3602,INB
3603,NBEV
3604,TDTT
3605,ECOL
3606,SMHI
3607,SHEN
3608,AVH
3609,TOO
3610,ITI
3611,ROX
3612,GV
3613,HNI
3614,LPTX
3615,NEU
3616,TIER
3617,FSS
3618,IWP
3619,HCI
3620,IFMK
3621,NXRT
3622,QQQX
3623,FRPH
3624,GUSH
3625,HOS
3626,ISD
3627,IWY
3628,JASN
3629,MRIN
3630,NLST
3631,NUM
3632,NVG
3633,PHT
3634,PIM
3635,PRTS
3636,RLH
3637,TYG
3638,VBTX
3639,WSCWW
3640,UWT
3641,FRO
3642,HY
3643,BCPC
3644,CLH
3645,USNA
3646,OTTR
3647,WGP
3648,CTO
3649,VBIV
3650,BIZD
3651,EPHE
3652,TBPH
3653,WPP
3654,ANCX
3655,PAHC
3656,QUIK
3657,FNDX
3658,AOI
3659,ALDX
3660,AMU
3661,BBRG
3662,CKH
3663,IFN
3664,OBE
3665,ONTX
3666,RST
3667,RYE
3668,TLI
3669,TREC
3670,WWR
3671,MATX
3672,ANGL
3673,HCKT
3674,BOMN
3675,WSBF
3676,PKE
3677,JRS
3678,FFG
3679,MAXR
3680,JAGX
3681,CSII
3682,OXM
3683,BSJI
3684,FXP
3685,PFLT
3686,CMT
3687,ALGT
3688,MFIN
3689,PKD
3690,QYLD
3691,LABU
3692,FNHC
3693,ASV
3694,AVHI
3695,BPK
3696,FSV
3697,JDD
3698,NAUH
3699,PFXF
3700,RDI
3701,RTIX
3702,SCON
3703,SMLP
3704,OMED
3705,HTBK
3706,CLXT
3707,KNSL
3708,DDM
3709,METC
3710,STIP
3711,NEOG
3712,GTY
3713,WTS
3714,BFZ
3715,HMST
3716,FFIC
3717,CPL
3718,GNMX
3719,ECOM
3720,CEO
3721,GALT
3722,BBW
3723,IMKTA
3724,SPSM
3725,NRK
3726,RAIL
3727,KSA
3728,INPX
3729,INDB
3730,IWO
3731,GSLC
3732,CWAY
3733,AUPH
3734,AVK
3735,BSJK
3736,HIO
3737,LN
3738,NK
3739,NMZ
3740,OILD
3741,PTY
3742,SGY
3743,CECO
3744,TR
3745,CABO
3746,LCUT
3747,IDOG
3748,BWX
3749,ERIE
3750,AAC
3751,BCX
3752,GIM
3753,GPM
3754,HSTM
3755,EEMV
3756,AGM
3757,DFFN
3758,VIVE
3759,AGII
3760,KEG
3761,UMH
3762,FIX
3763,FDUS
3764,ANAT
3765,RENX
3766,CIVB
3767,RKDA
3768,XSLV
3769,MORL
3770,OFIX
3771,KVHI
3772,TTGT
3773,HQH
3774,IWX
3775,ARCB
3776,WABC
3777,ACRX
3778,CAF
3779,CAI
3780,CNBKA
3781,DXJS
3782,GLMD
3783,GLOP
3784,ITM
3785,LODE
3786,MATR
3787,MDWD
3788,MG
3789,NOVN
3790,OIA
3791,OILU
3792,OPESU
3793,PCK
3794,TANH
3795,TEI
3796,TTT
3797,UNT
3798,VHC
3799,ZFGN
3800,ZSAN
3801,BKF
3802,VHI
3803,PUK
3804,CCXI
3805,UBFO
3806,CNXN
3807,JAX
3808,SONA
3809,ARA
3810,CPLA
3811,DLB
3812,HAYN
3813,TCX
3814,TPB
3815,KIN
3816,LABL
3817,CII
3818,DWM
3819,SPMD
3820,SPLG
3821,MACK
3822,ACST
3823,THQ
3824,EZM
3825,MCR
3826,IYW
3827,BTO
3828,FFWM
3829,BLOK
3830,BIP
3831,CAC
3832,NATH
3833,ANDE
3834,CTWS
3835,WIW
3836,YUMA
3837,CARO
3838,MCS
3839,GOOD
3840,CIA
3841,CLW
3842,AMRK
3843,ATHX
3844,CCD
3845,CEM
3846,COOL
3847,DGII
3848,ESES
3849,GMRE
3850,IHD
3851,IXN
3852,KRYS
3853,NTIP
3854,ORN
3855,PEY
3856,PLXP
3857,SLGL
3858,SPEX
3859,VLGEA
3860,YTRA
3861,JO
3862,MKL
3863,FNDB
3864,ALOG
3865,EOI
3866,KYE
3867,WRLD
3868,NAVG
3869,QAI
3870,FICO
3871,GRC
3872,OLP
3873,PZN
3874,SYBT
3875,FTF
3876,HWKN
3877,PICB
3878,DHY
3879,SJW
3880,GFF
3881,LRGF
3882,DRIP
3883,CHY
3884,LEO
3885,TORC
3886,VISI
3887,CEVA
3888,FLY
3889,AGX
3890,XOMA
3891,SMP
3892,BSE
3893,NVIV
3894,AIA
3895,CGG
3896,DCAR
3897,EFZ
3898,GNK
3899,HCCI
3900,HQL
3901,IGI
3902,ILPT
3903,JPGE
3904,KIDS
3905,PFN
3906,PULM
3907,SCYX
3908,SECO
3909,XPL
3910,FFKT
3911,CHW
3912,EIG
3913,BST
3914,CHCO
3915,STK
3916,NXTD
3917,IBCP
3918,DNP
3919,INSW
3920,NCV
3921,DCIX
3922,FLKS
3923,PCN
3924,IBDL
3925,CHT
3926,SLD
3927,EAD
3928,MBWM
3929,ETW
3930,RCKY
3931,KAMN
3932,ZIV
3933,USM
3934,POWI
3935,TDW
3936,HIL
3937,NCOM
3938,NAD
3939,OOMA
3940,NTRA
3941,PGC
3942,MSL
3943,EPV
3944,UVE
